snapshot_date,checkin,checkout,ttt,los,rank_in_search,name,price_usd,review_score,review_count,stars,location,room_type,cancellation,special_offers,property_type,card_text
2026-02-03,2026-03-02,2026-03-03,27,1,24,Holiday Inn Express Manhattan Times Square South by IHG,$173,8.6,"1,935",3,New York,"Holiday Inn Express Manhattan Times Square South by IHG
Property class 3 out of 5
New York
Breakfast included
8.6
8.6 out of 10
Excellent
excellent
1,935 reviews
(1,935 reviews)
The current price is €157
€157
for 1 room
includes taxes & fees",,,,"Holiday Inn Express Manhattan Times Square South by IHG
Property class 3 out of 5
New York
Breakfast included
8.6
8.6 out of 10
Excellent
excellent
1,935 reviews
(1,935 reviews)
The current price is €157
€157
for 1 room
includes taxes & fees
More information about Holiday Inn Express Manhattan Times Square South by IHG, opens in a new tab"
2026-02-03,2026-03-02,2026-03-03,27,1,25,Pod 51,$107,8.4,"2,006",3,New York,"Pod 51
Property class 3 out of 5
New York
8.4
8.4 out of 10
Very good
very good
2,006 reviews
(2,006 reviews)
The current price is €97
€97
for 1 room
includes taxes & fees",,,,"Pod 51
Property class 3 out of 5
New York
8.4
8.4 out of 10
Very good
very good
2,006 reviews
(2,006 reviews)
The current price is €97
€97
for 1 room
includes taxes & fees
More information about Pod 51, opens in a new tab"
2026-02-03,2026-03-02,2026-03-03,27,1,26,"Times Square West Hotel, BW Signature Collection",$152,7.8,"1,796",5,New York,"Times Square West Hotel, BW Signature Collection
Property class 2.5 out of 5
New York
Breakfast included
Fully refundable
Reserve now, pay later
7.8
7.8 out of 10
Good
good
1,796 reviews
(1,796 reviews)
The current price is €138
€138
for 1 room
includes taxes & fees",Fully refundable,,,"Times Square West Hotel, BW Signature Collection
Property class 2.5 out of 5
New York
Breakfast included
Fully refundable
Reserve now, pay later
7.8
7.8 out of 10
Good
good
1,796 reviews
(1,796 reviews)
The current price is €138
€138
for 1 room
includes taxes & fees
More information about Times Square West Hotel, BW Signature Collection, opens in a new tab"
2026-02-03,2026-03-02,2026-03-03,27,1,27,Four Points by Sheraton Midtown-Times Square,$165,9.0,"1,746",3,New York,"Four Points by Sheraton Midtown-Times Square
Property class 3 out of 5
New York
9.0
9.0 out of 10
Wonderful
wonderful
1,746 reviews
(1,746 reviews)
The current price is €150
€150
for 1 room
includes taxes & fees",,,,"Four Points by Sheraton Midtown-Times Square
Property class 3 out of 5
New York
9.0
9.0 out of 10
Wonderful
wonderful
1,746 reviews
(1,746 reviews)
The current price is €150
€150
for 1 room
includes taxes & fees
More information about Four Points by Sheraton Midtown-Times Square, opens in a new tab"
2026-02-03,2026-03-02,2026-03-03,27,1,28,Pod 39,$130,9.2,"1,644",3,New York,"Pod 39
Property class 3 out of 5
New York
9.2
9.2 out of 10
Wonderful
wonderful
1,644 reviews
(1,644 reviews)
The current price is €118
€118
for 1 room
includes taxes & fees",,,,"Pod 39
Property class 3 out of 5
New York
9.2
9.2 out of 10
Wonderful
wonderful
1,644 reviews
(1,644 reviews)
The current price is €118
€118
for 1 room
includes taxes & fees
More information about Pod 39, opens in a new tab"
2026-02-03,2026-03-02,2026-03-03,27,1,29,Fairfield Inn & Suites New York Manhattan / Central Park,$157,8.6,"1,008",3,New York,"Fairfield Inn & Suites New York Manhattan / Central Park
Property class 3 out of 5
New York
Breakfast included
8.6
8.6 out of 10
Excellent
excellent
1,008 reviews
(1,008 reviews)
The current price is €142
€142
for 1 room
includes taxes & fees",,,,"Fairfield Inn & Suites New York Manhattan / Central Park
Property class 3 out of 5
New York
Breakfast included
8.6
8.6 out of 10
Excellent
excellent
1,008 reviews
(1,008 reviews)
The current price is €142
€142
for 1 room
includes taxes & fees
More information about Fairfield Inn & Suites New York Manhattan / Central Park, opens in a new tab"
2026-02-03,2026-03-02,2026-03-03,27,1,30,The High Line Hotel,$368,8.6,"1,002",4,Chelsea,"The High Line Hotel
Property class 4 out of 5
Chelsea
One Block from High Line Park
Located in the chic Chelsea neighborhood, the sophisticated rooms with a quirky vibe features modern décor with vintage elements.
8.6
8.6 out of 10
Excellent
excellent
1,002 reviews
(1,002 reviews)
22% off
The previous price was €334
€334
The current price is €260
€260
for 1 room
includes taxes & fees",,One Block from High Line Park,,"The High Line Hotel
Property class 4 out of 5
Chelsea
One Block from High Line Park
Located in the chic Chelsea neighborhood, the sophisticated rooms with a quirky vibe features modern décor with vintage elements.
8.6
8.6 out of 10
Excellent
excellent
1,002 reviews
(1,002 reviews)
22% off
The previous price was €334
€334
The current price is €260
€260
for 1 room
includes taxes & fees
Opens The High Line Hotel in new tab"
2026-02-03,2026-03-02,2026-03-03,27,1,31,"Thompson Central Park New York, by Hyatt",$461,9.0,"1,186",5,New York,"Thompson Central Park New York, by Hyatt
Property class 4.5 out of 5
New York
Enjoy NYC with Winter Savings
Save more this winter when you book now. Enjoy live jazz, stunning Central Park views, and the world-famous Burger Joint.
9.0
9.0 out of 10
Wonderful
wonderful
1,186 reviews
(1,186 reviews)
The current price is €419
€419
for 1 room
includes taxes & fees",,Enjoy NYC with Winter Savings,,"Thompson Central Park New York, by Hyatt
Property class 4.5 out of 5
New York
Enjoy NYC with Winter Savings
Save more this winter when you book now. Enjoy live jazz, stunning Central Park views, and the world-famous Burger Joint.
9.0
9.0 out of 10
Wonderful
wonderful
1,186 reviews
(1,186 reviews)
The current price is €419
€419
for 1 room
includes taxes & fees
Opens Thompson Central Park New York, by Hyatt in new tab"
2026-02-03,2026-03-02,2026-03-03,27,1,32,Fairfield Inn & Suites New York Manhattan/Times Square South,$184,9.2,"1,754",4,New York,"Fairfield Inn & Suites New York Manhattan/Times Square South
Property class 4 out of 5
New York
Breakfast included
9.2
9.2 out of 10
Wonderful
wonderful
1,754 reviews
(1,754 reviews)
The current price is €167
€167
for 1 room
includes taxes & fees",,,,"Fairfield Inn & Suites New York Manhattan/Times Square South
Property class 4 out of 5
New York
Breakfast included
9.2
9.2 out of 10
Wonderful
wonderful
1,754 reviews
(1,754 reviews)
The current price is €167
€167
for 1 room
includes taxes & fees
More information about Fairfield Inn & Suites New York Manhattan/Times Square South, opens in a new tab"
2026-02-03,2026-03-02,2026-03-03,27,1,33,"The William Hotel Midtown, New York",$236,9.4,19,2,New York,"The William Hotel Midtown, New York
Property class 2 out of 5
New York
9.4
9.4 out of 10
Exceptional
exceptional
19 reviews
(19 reviews)
The current price is €214
€214
for 1 room
includes taxes & fees
Sign in for extra savings",,,,"The William Hotel Midtown, New York
Property class 2 out of 5
New York
9.4
9.4 out of 10
Exceptional
exceptional
19 reviews
(19 reviews)
The current price is €214
€214
for 1 room
includes taxes & fees
Sign in for extra savings
More information about The William Hotel Midtown, New York, opens in a new tab"
2026-02-03,2026-03-02,2026-03-03,27,1,34,Millennium Hotel Broadway Times Square,$205,7.8,"6,531",4,Theater District,"Millennium Hotel Broadway Times Square
Property class 4 out of 5
Theater District
7.8
7.8 out of 10
Good
good
6,531 reviews
(6,531 reviews)
The previous price was €186
€186
The current price is €163
€163
for 1 room
includes taxes & fees
Sign in for extra savings",,,,"Millennium Hotel Broadway Times Square
Property class 4 out of 5
Theater District
7.8
7.8 out of 10
Good
good
6,531 reviews
(6,531 reviews)
The previous price was €186
€186
The current price is €163
€163
for 1 room
includes taxes & fees
Sign in for extra savings
More information about Millennium Hotel Broadway Times Square, opens in a new tab"
2026-02-03,2026-03-02,2026-03-03,27,1,35,Courtyard New York Manhattan/Times Square West,$215,9.2,"1,899",3,New York,"Courtyard New York Manhattan/Times Square West
Property class 3 out of 5
New York
9.2
9.2 out of 10
Wonderful
wonderful
1,899 reviews
(1,899 reviews)
The current price is €195
€195
for 1 room
includes taxes & fees",,,,"Courtyard New York Manhattan/Times Square West
Property class 3 out of 5
New York
9.2
9.2 out of 10
Wonderful
wonderful
1,899 reviews
(1,899 reviews)
The current price is €195
€195
for 1 room
includes taxes & fees
More information about Courtyard New York Manhattan/Times Square West, opens in a new tab"
2026-02-03,2026-03-02,2026-03-03,27,1,36,"Club Quarters Hotel, Grand Central",$205,9.2,"2,888",4,New York,"Club Quarters Hotel, Grand Central
Property class 4 out of 5
New York
9.2
9.2 out of 10
Wonderful
wonderful
2,888 reviews
(2,888 reviews)
9% off
The previous price was €186
€186
The current price is €170
€170
for 1 room
includes taxes & fees",,,,"Club Quarters Hotel, Grand Central
Property class 4 out of 5
New York
9.2
9.2 out of 10
Wonderful
wonderful
2,888 reviews
(2,888 reviews)
9% off
The previous price was €186
€186
The current price is €170
€170
for 1 room
includes taxes & fees
More information about Club Quarters Hotel, Grand Central, opens in a new tab"
2026-02-03,2026-03-02,2026-03-03,27,1,37,Hotel Shocard at Times Square,$128,8.0,721,2,Theater District,"Hotel Shocard at Times Square
Property class 2 out of 5
Theater District
8.0
8.0 out of 10
Very good
very good
721 reviews
(721 reviews)
The current price is €116
€116
for 1 room
includes taxes & fees
Sign in for extra savings",,,,"Hotel Shocard at Times Square
Property class 2 out of 5
Theater District
8.0
8.0 out of 10
Very good
very good
721 reviews
(721 reviews)
The current price is €116
€116
for 1 room
includes taxes & fees
Sign in for extra savings
More information about Hotel Shocard at Times Square, opens in a new tab"
2026-02-03,2026-03-02,2026-03-03,27,1,38,Hotel St. James,$300,8.8,"6,902",5,Theater District,"Hotel St. James
Property class 2.5 out of 5
Theater District
8.8
8.8 out of 10
Excellent
excellent
6,902 reviews
(6,902 reviews)
25% off
The previous price was €272
€272
The current price is €205
€205
for 1 room
includes taxes & fees",,,,"Hotel St. James
Property class 2.5 out of 5
Theater District
8.8
8.8 out of 10
Excellent
excellent
6,902 reviews
(6,902 reviews)
25% off
The previous price was €272
€272
The current price is €205
€205
for 1 room
includes taxes & fees
More information about Hotel St. James, opens in a new tab"
2026-02-03,2026-03-02,2026-03-03,27,1,39,"The Cloud One New York-Downtown, by the Motel One Group",$168,9.0,"1,281",3,New York,"The Cloud One New York-Downtown, by the Motel One Group
Property class 3 out of 5
New York
Fully refundable
9.0
9.0 out of 10
Wonderful
wonderful
1,281 reviews
(1,281 reviews)
The current price is €152
€152
for 1 room
includes taxes & fees",Fully refundable,,,"The Cloud One New York-Downtown, by the Motel One Group
Property class 3 out of 5
New York
Fully refundable
9.0
9.0 out of 10
Wonderful
wonderful
1,281 reviews
(1,281 reviews)
The current price is €152
€152
for 1 room
includes taxes & fees
More information about The Cloud One New York-Downtown, by the Motel One Group, opens in a new tab"
2026-02-03,2026-03-02,2026-03-03,27,1,40,Hampton Inn New York Times Square,$215,8.2,"4,756",5,Theater District,"Hampton Inn New York Times Square
Property class 2.5 out of 5
Theater District
Breakfast included
8.2
8.2 out of 10
Very good
very good
4,756 reviews
(4,756 reviews)
The current price is €195
€195
for 1 room
includes taxes & fees
Sign in for extra savings",,,,"Hampton Inn New York Times Square
Property class 2.5 out of 5
Theater District
Breakfast included
8.2
8.2 out of 10
Very good
very good
4,756 reviews
(4,756 reviews)
The current price is €195
€195
for 1 room
includes taxes & fees
Sign in for extra savings
More information about Hampton Inn New York Times Square, opens in a new tab"
2026-02-03,2026-03-02,2026-03-03,27,1,41,Fairfield by Marriott New York Manhattan Times Square,$175,9.0,"1,828",3,New York,"Fairfield by Marriott New York Manhattan Times Square
Property class 3 out of 5
New York
Breakfast included
9.0
9.0 out of 10
Wonderful
wonderful
1,828 reviews
(1,828 reviews)
The current price is €159
€159
for 1 room
includes taxes & fees
Sign in for extra savings",,,,"Fairfield by Marriott New York Manhattan Times Square
Property class 3 out of 5
New York
Breakfast included
9.0
9.0 out of 10
Wonderful
wonderful
1,828 reviews
(1,828 reviews)
The current price is €159
€159
for 1 room
includes taxes & fees
Sign in for extra savings
More information about Fairfield by Marriott New York Manhattan Times Square, opens in a new tab"
2026-02-03,2026-03-02,2026-03-03,27,1,42,Hampton Inn Manhattan/Times Square Central,$204,9.2,"2,515",5,Theater District,"Hampton Inn Manhattan/Times Square Central
Property class 3.5 out of 5
Theater District
Breakfast included
9.2
9.2 out of 10
Wonderful
wonderful
2,515 reviews
(2,515 reviews)
The current price is €185
€185
for 1 room
includes taxes & fees",,,,"Hampton Inn Manhattan/Times Square Central
Property class 3.5 out of 5
Theater District
Breakfast included
9.2
9.2 out of 10
Wonderful
wonderful
2,515 reviews
(2,515 reviews)
The current price is €185
€185
for 1 room
includes taxes & fees
More information about Hampton Inn Manhattan/Times Square Central, opens in a new tab"
2026-02-03,2026-03-02,2026-03-03,27,1,43,The Ridge Hotel,$162,8.2,"1,011",3,New York,"The Ridge Hotel
Property class 3 out of 5
New York
8.2
8.2 out of 10
Very good
very good
1,011 reviews
(1,011 reviews)
8% off
The previous price was €147
€147
The current price is €134
€134
for 1 room
includes taxes & fees",,,,"The Ridge Hotel
Property class 3 out of 5
New York
8.2
8.2 out of 10
Very good
very good
1,011 reviews
(1,011 reviews)
8% off
The previous price was €147
€147
The current price is €134
€134
for 1 room
includes taxes & fees
More information about The Ridge Hotel, opens in a new tab"
2026-02-03,2026-03-02,2026-03-03,27,1,44,Chelsea Inn,$151,8.2,"1,982",3,New York,"Chelsea Inn
Property class 3 out of 5
New York
8.2
8.2 out of 10
Very good
very good
1,982 reviews
(1,982 reviews)
8% off
The previous price was €137
€137
The current price is €126
€126
for 1 room
includes taxes & fees",,,,"Chelsea Inn
Property class 3 out of 5
New York
8.2
8.2 out of 10
Very good
very good
1,982 reviews
(1,982 reviews)
8% off
The previous price was €137
€137
The current price is €126
€126
for 1 room
includes taxes & fees
More information about Chelsea Inn, opens in a new tab"
2026-02-03,2026-03-02,2026-03-03,27,1,45,Arlo Midtown,$254,9.2,"5,909",4,New York,"Arlo Midtown
Property class 4 out of 5
New York
Fully refundable
Reserve now, pay later
9.2
9.2 out of 10
Wonderful
wonderful
5,909 reviews
(5,909 reviews)
The previous price was €230
€230
The current price is €211
€211
for 1 room
includes taxes & fees
Sign in for extra savings",Fully refundable,,,"Arlo Midtown
Property class 4 out of 5
New York
Fully refundable
Reserve now, pay later
9.2
9.2 out of 10
Wonderful
wonderful
5,909 reviews
(5,909 reviews)
The previous price was €230
€230
The current price is €211
€211
for 1 room
includes taxes & fees
Sign in for extra savings
More information about Arlo Midtown, opens in a new tab"
2026-02-03,2026-03-02,2026-03-03,27,1,46,CIVILIAN Hotel,$226,9.4,"1,829",4,New York,"CIVILIAN Hotel
Property class 4 out of 5
New York
Fully refundable
Reserve now, pay later
9.4
9.4 out of 10
Exceptional
exceptional
1,829 reviews
(1,829 reviews)
The previous price was €205
€205
The current price is €198
€198
for 1 room
includes taxes & fees
Sign in for extra savings",Fully refundable,,,"CIVILIAN Hotel
Property class 4 out of 5
New York
Fully refundable
Reserve now, pay later
9.4
9.4 out of 10
Exceptional
exceptional
1,829 reviews
(1,829 reviews)
The previous price was €205
€205
The current price is €198
€198
for 1 room
includes taxes & fees
Sign in for extra savings
More information about CIVILIAN Hotel, opens in a new tab"
2026-02-03,2026-03-02,2026-03-03,27,1,47,Ameritania Hotel at Times Square,$218,8.8,"4,333",5,Theater District,"Ameritania Hotel at Times Square
Property class 3.5 out of 5
Theater District
8.8
8.8 out of 10
Excellent
excellent
4,333 reviews
(4,333 reviews)
The previous price was €198
€198
The current price is €162
€162
for 1 room
includes taxes & fees
Sign in for extra savings",,,,"Ameritania Hotel at Times Square
Property class 3.5 out of 5
Theater District
8.8
8.8 out of 10
Excellent
excellent
4,333 reviews
(4,333 reviews)
The previous price was €198
€198
The current price is €162
€162
for 1 room
includes taxes & fees
Sign in for extra savings
More information about Ameritania Hotel at Times Square, opens in a new tab"
2026-02-03,2026-03-02,2026-03-03,27,1,48,citizenM New York Times Square,$214,9.4,"2,039",4,Theater District,"citizenM New York Times Square
Property class 4 out of 5
Theater District
9.4
9.4 out of 10
Exceptional
exceptional
2,039 reviews
(2,039 reviews)
The current price is €194
€194
for 1 room
includes taxes & fees",,,,"citizenM New York Times Square
Property class 4 out of 5
Theater District
9.4
9.4 out of 10
Exceptional
exceptional
2,039 reviews
(2,039 reviews)
The current price is €194
€194
for 1 room
includes taxes & fees
More information about citizenM New York Times Square, opens in a new tab"
2026-02-03,2026-03-02,2026-03-03,27,1,49,Holiday Inn NYC - Lower East Side by IHG,$194,8.6,"1,006",4,New York,"Holiday Inn NYC - Lower East Side by IHG
Property class 4 out of 5
New York
Great Moments Await
Holiday Inn hotels make it easy to celebrate any moment together, big or small, with a comfortable and affordable stay.
Fully refundable
Reserve now, pay later
8.6
8.6 out of 10
Excellent
excellent
1,006 reviews
(1,006 reviews)
15% off
The previous price was €176
€176
The current price is €150
€150
for 1 room
includes taxes & fees",Fully refundable,Great Moments Await,,"Holiday Inn NYC - Lower East Side by IHG
Property class 4 out of 5
New York
Great Moments Await
Holiday Inn hotels make it easy to celebrate any moment together, big or small, with a comfortable and affordable stay.
Fully refundable
Reserve now, pay later
8.6
8.6 out of 10
Excellent
excellent
1,006 reviews
(1,006 reviews)
15% off
The previous price was €176
€176
The current price is €150
€150
for 1 room
includes taxes & fees
Opens Holiday Inn NYC - Lower East Side by IHG in new tab"
2026-02-03,2026-03-02,2026-03-03,27,1,50,The Fifth Avenue Hotel,$958,9.6,185,5,New York,"The Fifth Avenue Hotel
Property class 5 out of 5
New York
A Gilded Age Landmark Reimagined
A World of Wonders Awaits in NoMad. Discover The Fifth's thoughtful service with comfort and care - a butler with every stay.
Fully refundable
Reserve now, pay later
9.6
9.6 out of 10
Exceptional
exceptional
185 reviews
(185 reviews)
10% off
The previous price was €870
€870
The current price is €783
€783
for 1 room
includes taxes & fees",Fully refundable,A Gilded Age Landmark Reimagined,,"The Fifth Avenue Hotel
Property class 5 out of 5
New York
A Gilded Age Landmark Reimagined
A World of Wonders Awaits in NoMad. Discover The Fifth's thoughtful service with comfort and care - a butler with every stay.
Fully refundable
Reserve now, pay later
9.6
9.6 out of 10
Exceptional
exceptional
185 reviews
(185 reviews)
10% off
The previous price was €870
€870
The current price is €783
€783
for 1 room
includes taxes & fees
Opens The Fifth Avenue Hotel in new tab"
2026-02-03,2026-03-02,2026-03-03,27,1,51,DoubleTree by Hilton New York Times Square West,$157,7.6,"3,636",4,New York,"DoubleTree by Hilton New York Times Square West
Property class 4 out of 5
New York
7.6
7.6 out of 10
Good
good
3,636 reviews
(3,636 reviews)
The current price is €142
€142
for 1 room
includes taxes & fees",,,,"DoubleTree by Hilton New York Times Square West
Property class 4 out of 5
New York
7.6
7.6 out of 10
Good
good
3,636 reviews
(3,636 reviews)
The current price is €142
€142
for 1 room
includes taxes & fees
More information about DoubleTree by Hilton New York Times Square West, opens in a new tab"
2026-02-03,2026-03-02,2026-03-03,27,1,52,Courtyard by Marriott New York Downtown Manhattan/Financial District,$134,8.2,"1,183",3,New York,"Courtyard by Marriott New York Downtown Manhattan/Financial District
Property class 3 out of 5
New York
8.2
8.2 out of 10
Very good
very good
1,183 reviews
(1,183 reviews)
The current price is €121
€121
for 1 room
includes taxes & fees",,,,"Courtyard by Marriott New York Downtown Manhattan/Financial District
Property class 3 out of 5
New York
8.2
8.2 out of 10
Very good
very good
1,183 reviews
(1,183 reviews)
The current price is €121
€121
for 1 room
includes taxes & fees
More information about Courtyard by Marriott New York Downtown Manhattan/Financial District, opens in a new tab"
2026-02-03,2026-03-02,2026-03-03,27,1,53,Hotel Edison Times Square,$226,8.4,"5,117",4,Theater District,"Hotel Edison Times Square
Property class 4 out of 5
Theater District
Fully refundable
Reserve now, pay later
8.4
8.4 out of 10
Very good
very good
5,117 reviews
(5,117 reviews)
The previous price was €205
€205
The current price is €181
€181
for 1 room
includes taxes & fees
Sign in for extra savings",Fully refundable,,,"Hotel Edison Times Square
Property class 4 out of 5
Theater District
Fully refundable
Reserve now, pay later
8.4
8.4 out of 10
Very good
very good
5,117 reviews
(5,117 reviews)
The previous price was €205
€205
The current price is €181
€181
for 1 room
includes taxes & fees
Sign in for extra savings
More information about Hotel Edison Times Square, opens in a new tab"
2026-02-03,2026-03-02,2026-03-03,27,1,54,Hotel Scherman,$262,9.8,"1,005",4,New York,"Hotel Scherman
Property class 4 out of 5
New York
Breakfast included
9.8
9.8 out of 10
Exceptional
exceptional
1,005 reviews
(1,005 reviews)
The current price is €238
€238
for 1 room
includes taxes & fees",,,,"Hotel Scherman
Property class 4 out of 5
New York
Breakfast included
9.8
9.8 out of 10
Exceptional
exceptional
1,005 reviews
(1,005 reviews)
The current price is €238
€238
for 1 room
includes taxes & fees
More information about Hotel Scherman, opens in a new tab"
2026-02-03,2026-03-02,2026-03-03,27,1,55,Fairfield Inn New York Manhattan/Financial District,$129,8.4,"1,283",3,New York,"Fairfield Inn New York Manhattan/Financial District
Property class 3 out of 5
New York
Breakfast included
Fully refundable
8.4
8.4 out of 10
Very good
very good
1,283 reviews
(1,283 reviews)
The current price is €117
€117
for 1 room
includes taxes & fees",Fully refundable,,,"Fairfield Inn New York Manhattan/Financial District
Property class 3 out of 5
New York
Breakfast included
Fully refundable
8.4
8.4 out of 10
Very good
very good
1,283 reviews
(1,283 reviews)
The current price is €117
€117
for 1 room
includes taxes & fees
More information about Fairfield Inn New York Manhattan/Financial District, opens in a new tab"
2026-02-03,2026-03-02,2026-03-03,27,1,56,Hotel Mulberry,$173,9.0,"1,003",3,New York,"Hotel Mulberry
Property class 3 out of 5
New York
Fully refundable
9.0
9.0 out of 10
Wonderful
wonderful
1,003 reviews
(1,003 reviews)
The current price is €157
€157
for 1 room
includes taxes & fees",Fully refundable,,,"Hotel Mulberry
Property class 3 out of 5
New York
Fully refundable
9.0
9.0 out of 10
Wonderful
wonderful
1,003 reviews
(1,003 reviews)
The current price is €157
€157
for 1 room
includes taxes & fees
More information about Hotel Mulberry, opens in a new tab"
2026-02-03,2026-03-02,2026-03-03,27,1,57,Hilton Garden Inn NYC Financial Center/Manhattan Downtown,$173,8.8,"3,095",4,New York,"Hilton Garden Inn NYC Financial Center/Manhattan Downtown
Property class 4 out of 5
New York
Fully refundable
8.8
8.8 out of 10
Excellent
excellent
3,095 reviews
(3,095 reviews)
The current price is €157
€157
for 1 room
includes taxes & fees",Fully refundable,,,"Hilton Garden Inn NYC Financial Center/Manhattan Downtown
Property class 4 out of 5
New York
Fully refundable
8.8
8.8 out of 10
Excellent
excellent
3,095 reviews
(3,095 reviews)
The current price is €157
€157
for 1 room
includes taxes & fees
More information about Hilton Garden Inn NYC Financial Center/Manhattan Downtown, opens in a new tab"
2026-02-03,2026-03-02,2026-03-03,27,1,58,Westgate New York Grand Central,$243,9.0,"3,150",4,New York,"Westgate New York Grand Central
Property class 4 out of 5
New York
Newly Renovated Elegance in Midtown East
Upscale guestrooms & suites, cocktail bar & lounge, marketplace, lobby w/ workspace areas. Walk to Grand Central, UN, Empire State
Fully refundable
9.0
9.0 out of 10
Wonderful
wonderful
3,150 reviews
(3,150 reviews)
12% off
The previous price was €220
€220
The current price is €192
€192
for 1 room
includes taxes & fees",Fully refundable,Newly Renovated Elegance in Midtown East,,"Westgate New York Grand Central
Property class 4 out of 5
New York
Newly Renovated Elegance in Midtown East
Upscale guestrooms & suites, cocktail bar & lounge, marketplace, lobby w/ workspace areas. Walk to Grand Central, UN, Empire State
Fully refundable
9.0
9.0 out of 10
Wonderful
wonderful
3,150 reviews
(3,150 reviews)
12% off
The previous price was €220
€220
The current price is €192
€192
for 1 room
includes taxes & fees
Opens Westgate New York Grand Central in new tab"
2026-02-03,2026-03-02,2026-03-03,27,1,59,"Martinique New York on Broadway, Curio Collection by Hilton",$217,9.0,"1,374",4,New York,"Martinique New York on Broadway, Curio Collection by Hilton
Property class 4 out of 5
New York
Reserve Your Winter Retreat
Unlock the best rates in Midtown and explore new dining concepts—just steps from Madison Square Garden, 5th Ave, and Times Square.
9.0
9.0 out of 10
Wonderful
wonderful
1,374 reviews
(1,374 reviews)
The current price is €197
€197
for 1 room
includes taxes & fees",,Reserve Your Winter Retreat,,"Martinique New York on Broadway, Curio Collection by Hilton
Property class 4 out of 5
New York
Reserve Your Winter Retreat
Unlock the best rates in Midtown and explore new dining concepts—just steps from Madison Square Garden, 5th Ave, and Times Square.
9.0
9.0 out of 10
Wonderful
wonderful
1,374 reviews
(1,374 reviews)
The current price is €197
€197
for 1 room
includes taxes & fees
Opens Martinique New York on Broadway, Curio Collection by Hilton in new tab"
2026-02-03,2026-03-02,2026-03-03,27,1,60,Holiday Inn NYC - Lower East Side by IHG,$194,8.6,"1,006",4,New York,"Holiday Inn NYC - Lower East Side by IHG
Property class 4 out of 5
New York
Fully refundable
Reserve now, pay later
8.6
8.6 out of 10
Excellent
excellent
1,006 reviews
(1,006 reviews)
15% off
The previous price was €176
€176
The current price is €150
€150
for 1 room
includes taxes & fees",Fully refundable,,,"Holiday Inn NYC - Lower East Side by IHG
Property class 4 out of 5
New York
Fully refundable
Reserve now, pay later
8.6
8.6 out of 10
Excellent
excellent
1,006 reviews
(1,006 reviews)
15% off
The previous price was €176
€176
The current price is €150
€150
for 1 room
includes taxes & fees
More information about Holiday Inn NYC - Lower East Side by IHG, opens in a new tab"
2026-02-03,2026-03-02,2026-03-03,27,1,61,Cambria Hotel New York - Chelsea,$175,8.6,"1,002",5,Chelsea,"Cambria Hotel New York - Chelsea
Property class 3.5 out of 5
Chelsea
8.6
8.6 out of 10
Excellent
excellent
1,002 reviews
(1,002 reviews)
The current price is €159
€159
for 1 room
includes taxes & fees",,,,"Cambria Hotel New York - Chelsea
Property class 3.5 out of 5
Chelsea
8.6
8.6 out of 10
Excellent
excellent
1,002 reviews
(1,002 reviews)
The current price is €159
€159
for 1 room
includes taxes & fees
More information about Cambria Hotel New York - Chelsea, opens in a new tab"
2026-02-03,2026-03-02,2026-03-03,27,1,62,TownePlace Suites by Marriott New York Manhattan/Chelsea,$168,8.6,"1,027",5,Chelsea,"TownePlace Suites by Marriott New York Manhattan/Chelsea
Property class 3.5 out of 5
Chelsea
Breakfast included
8.6
8.6 out of 10
Excellent
excellent
1,027 reviews
(1,027 reviews)
The current price is €152
€152
for 1 room
includes taxes & fees",,,,"TownePlace Suites by Marriott New York Manhattan/Chelsea
Property class 3.5 out of 5
Chelsea
Breakfast included
8.6
8.6 out of 10
Excellent
excellent
1,027 reviews
(1,027 reviews)
The current price is €152
€152
for 1 room
includes taxes & fees
More information about TownePlace Suites by Marriott New York Manhattan/Chelsea, opens in a new tab"
2026-02-03,2026-03-02,2026-03-03,27,1,63,"The Jewel Hotel, New York",$295,9.4,"2,420",4,Central New York City,"The Jewel Hotel, New York
Property class 4 out of 5
Central New York City
Fully refundable
Reserve now, pay later
9.4
9.4 out of 10
Exceptional
exceptional
2,420 reviews
(2,420 reviews)
22% off
The previous price was €268
€268
The current price is €210
€210
for 1 room
includes taxes & fees",Fully refundable,,,"The Jewel Hotel, New York
Property class 4 out of 5
Central New York City
Fully refundable
Reserve now, pay later
9.4
9.4 out of 10
Exceptional
exceptional
2,420 reviews
(2,420 reviews)
22% off
The previous price was €268
€268
The current price is €210
€210
for 1 room
includes taxes & fees
More information about The Jewel Hotel, New York, opens in a new tab"
2026-02-03,2026-03-02,2026-03-03,27,1,64,Ace Hotel New York,$257,8.0,"1,009",4,New York,"Ace Hotel New York
Property class 4 out of 5
New York
8.0
8.0 out of 10
Very good
very good
1,009 reviews
(1,009 reviews)
25% off
The previous price was €233
€233
The current price is €175
€175
for 1 room
includes taxes & fees",,,,"Ace Hotel New York
Property class 4 out of 5
New York
8.0
8.0 out of 10
Very good
very good
1,009 reviews
(1,009 reviews)
25% off
The previous price was €233
€233
The current price is €175
€175
for 1 room
includes taxes & fees
More information about Ace Hotel New York, opens in a new tab"
