snapshot_date,checkin,checkout,ttt,los,rank_in_search,name,price_usd,review_score,review_count,stars,location,room_type,cancellation,special_offers,property_type,card_text
2026-02-03,2026-02-07,2026-02-12,4,5,70,Four Points By Sheraton New York Downtown,$764,8.6,"2,435",5,New York,"Four Points By Sheraton New York Downtown
Property class 3.5 out of 5
New York
Fully refundable
Reserve now, pay later
8.6
8.6 out of 10
Excellent
excellent
2,435 reviews
(2,435 reviews)
The current price is €694
€694
for 5 nights, 1 room
€139 per night
includes taxes & fees",Fully refundable,,,"Four Points By Sheraton New York Downtown
Property class 3.5 out of 5
New York
Fully refundable
Reserve now, pay later
8.6
8.6 out of 10
Excellent
excellent
2,435 reviews
(2,435 reviews)
The current price is €694
€694
for 5 nights, 1 room
€139 per night
includes taxes & fees
More information about Four Points By Sheraton New York Downtown, opens in a new tab"
2026-02-03,2026-02-07,2026-02-12,4,5,71,Madison LES Hotel,$703,8.2,"1,003",3,New York,"Madison LES Hotel
Property class 3 out of 5
New York
Breakfast included
8.2
8.2 out of 10
Very good
very good
1,003 reviews
(1,003 reviews)
15% off
The previous price was €639
€639
The current price is €541
€541
for 5 nights, 1 room
€108 per night
includes taxes & fees",,,,"Madison LES Hotel
Property class 3 out of 5
New York
Breakfast included
8.2
8.2 out of 10
Very good
very good
1,003 reviews
(1,003 reviews)
15% off
The previous price was €639
€639
The current price is €541
€541
for 5 nights, 1 room
€108 per night
includes taxes & fees
More information about Madison LES Hotel, opens in a new tab"
2026-02-03,2026-02-07,2026-02-12,4,5,72,Courtyard by Marriott New York Downtown Manhattan/Financial District,$728,8.2,"1,183",3,New York,"Courtyard by Marriott New York Downtown Manhattan/Financial District
Property class 3 out of 5
New York
Fully refundable
Reserve now, pay later
8.2
8.2 out of 10
Very good
very good
1,183 reviews
(1,183 reviews)
The current price is €661
€661
for 5 nights, 1 room
€132 per night
includes taxes & fees",Fully refundable,,,"Courtyard by Marriott New York Downtown Manhattan/Financial District
Property class 3 out of 5
New York
Fully refundable
Reserve now, pay later
8.2
8.2 out of 10
Very good
very good
1,183 reviews
(1,183 reviews)
The current price is €661
€661
for 5 nights, 1 room
€132 per night
includes taxes & fees
More information about Courtyard by Marriott New York Downtown Manhattan/Financial District, opens in a new tab"
2026-02-03,2026-02-07,2026-02-12,4,5,73,Ace Hotel New York,$1333,8.0,"1,009",4,New York,"Ace Hotel New York
Property class 4 out of 5
New York
Fully refundable
Reserve now, pay later
8.0
8.0 out of 10
Very good
very good
1,009 reviews
(1,009 reviews)
29% off
The previous price was €1,211
€1,211
The current price is €860
€860
for 5 nights, 1 room
€172 per night
includes taxes & fees",Fully refundable,,,"Ace Hotel New York
Property class 4 out of 5
New York
Fully refundable
Reserve now, pay later
8.0
8.0 out of 10
Very good
very good
1,009 reviews
(1,009 reviews)
29% off
The previous price was €1,211
€1,211
The current price is €860
€860
for 5 nights, 1 room
€172 per night
includes taxes & fees
More information about Ace Hotel New York, opens in a new tab"
2026-02-03,2026-02-07,2026-02-12,4,5,74,Moxy NYC Times Square,$1199,8.8,"2,701",4,New York,"Moxy NYC Times Square
Property class 4 out of 5
New York
Fully refundable
Reserve now, pay later
8.8
8.8 out of 10
Excellent
excellent
2,701 reviews
(2,701 reviews)
The previous price was €1,090
€1,090
The current price is €954
€954
for 5 nights, 1 room
€191 per night
includes taxes & fees
Sign in for extra savings",Fully refundable,,,"Moxy NYC Times Square
Property class 4 out of 5
New York
Fully refundable
Reserve now, pay later
8.8
8.8 out of 10
Excellent
excellent
2,701 reviews
(2,701 reviews)
The previous price was €1,090
€1,090
The current price is €954
€954
for 5 nights, 1 room
€191 per night
includes taxes & fees
Sign in for extra savings
More information about Moxy NYC Times Square, opens in a new tab"
2026-02-03,2026-02-07,2026-02-12,4,5,75,"JG Time Hotel by JGSTAY, Times Square",$649,8.0,302,2,New York,"Private host
JG Time Hotel by JGSTAY, Times Square
Property class 2 out of 5
New York
8.0
8.0 out of 10
Very good
very good
302 reviews
(302 reviews)
The current price is €590
€590
for 5 nights, 1 room
€118 per night
includes taxes & fees
Sign in for extra savings",,,,"Private host
JG Time Hotel by JGSTAY, Times Square
Property class 2 out of 5
New York
8.0
8.0 out of 10
Very good
very good
302 reviews
(302 reviews)
The current price is €590
€590
for 5 nights, 1 room
€118 per night
includes taxes & fees
Sign in for extra savings
More information about JG Time Hotel by JGSTAY, Times Square, opens in a new tab"
2026-02-03,2026-02-07,2026-02-12,4,5,76,Hard Rock Hotel New York,$1918,9.4,"5,302",5,Theater District,"Hard Rock Hotel New York
Property class 4.5 out of 5
Theater District
9.4
9.4 out of 10
Exceptional
exceptional
5,302 reviews
(5,302 reviews)
The previous price was €1,743
€1,743
The current price is €1,467
€1,467
for 5 nights, 1 room
€293 per night
includes taxes & fees
Sign in for extra savings",,,,"Hard Rock Hotel New York
Property class 4.5 out of 5
Theater District
9.4
9.4 out of 10
Exceptional
exceptional
5,302 reviews
(5,302 reviews)
The previous price was €1,743
€1,743
The current price is €1,467
€1,467
for 5 nights, 1 room
€293 per night
includes taxes & fees
Sign in for extra savings
More information about Hard Rock Hotel New York, opens in a new tab"
2026-02-03,2026-02-07,2026-02-12,4,5,77,Holiday Inn Express NYC Chelsea – NoMad Area by IHG,$905,8.4,"1,728",3,Chelsea,"Holiday Inn Express NYC Chelsea – NoMad Area by IHG
Property class 3 out of 5
Chelsea
Breakfast included
8.4
8.4 out of 10
Very good
very good
1,728 reviews
(1,728 reviews)
The previous price was €822
€822
The current price is €756
€756
for 5 nights, 1 room
€151 per night
includes taxes & fees
Sign in for extra savings",,,,"Holiday Inn Express NYC Chelsea – NoMad Area by IHG
Property class 3 out of 5
Chelsea
Breakfast included
8.4
8.4 out of 10
Very good
very good
1,728 reviews
(1,728 reviews)
The previous price was €822
€822
The current price is €756
€756
for 5 nights, 1 room
€151 per night
includes taxes & fees
Sign in for extra savings
More information about Holiday Inn Express NYC Chelsea – NoMad Area by IHG, opens in a new tab"
2026-02-03,2026-02-07,2026-02-12,4,5,78,Home2 Suites By Hilton New York Times Square,$1143,8.6,"3,460",3,Theater District,"Home2 Suites By Hilton New York Times Square
Property class 3 out of 5
Theater District
Breakfast included
Fully refundable
Reserve now, pay later
8.6
8.6 out of 10
Excellent
excellent
3,460 reviews
(3,460 reviews)
17% off
The previous price was €1,039
€1,039
The current price is €860
€860
for 5 nights, 1 room
€172 per night
includes taxes & fees",Fully refundable,,,"Home2 Suites By Hilton New York Times Square
Property class 3 out of 5
Theater District
Breakfast included
Fully refundable
Reserve now, pay later
8.6
8.6 out of 10
Excellent
excellent
3,460 reviews
(3,460 reviews)
17% off
The previous price was €1,039
€1,039
The current price is €860
€860
for 5 nights, 1 room
€172 per night
includes taxes & fees
More information about Home2 Suites By Hilton New York Times Square, opens in a new tab"
2026-02-03,2026-02-07,2026-02-12,4,5,79,Hotel Hayden,$805,7.2,"1,005",4,Chelsea,"Hotel Hayden
Property class 4 out of 5
Chelsea
Breakfast included
Fully refundable
Reserve now, pay later
7.2
7.2 out of 10
Good
good
1,005 reviews
(1,005 reviews)
15% off
The previous price was €731
€731
The current price is €624
€624
for 5 nights, 1 room
€125 per night
includes taxes & fees",Fully refundable,,,"Hotel Hayden
Property class 4 out of 5
Chelsea
Breakfast included
Fully refundable
Reserve now, pay later
7.2
7.2 out of 10
Good
good
1,005 reviews
(1,005 reviews)
15% off
The previous price was €731
€731
The current price is €624
€624
for 5 nights, 1 room
€125 per night
includes taxes & fees
More information about Hotel Hayden, opens in a new tab"
2026-02-03,2026-02-07,2026-02-12,4,5,80,Hampton Inn Manhattan Grand Central,$1029,8.8,"1,507",3,New York,"Hampton Inn Manhattan Grand Central
Property class 3 out of 5
New York
Breakfast included
Fully refundable
Reserve now, pay later
8.8
8.8 out of 10
Excellent
excellent
1,507 reviews
(1,507 reviews)
The previous price was €935
€935
The current price is €843
€843
for 5 nights, 1 room
€169 per night
includes taxes & fees
Sign in for extra savings",Fully refundable,,,"Hampton Inn Manhattan Grand Central
Property class 3 out of 5
New York
Breakfast included
Fully refundable
Reserve now, pay later
8.8
8.8 out of 10
Excellent
excellent
1,507 reviews
(1,507 reviews)
The previous price was €935
€935
The current price is €843
€843
for 5 nights, 1 room
€169 per night
includes taxes & fees
Sign in for extra savings
More information about Hampton Inn Manhattan Grand Central, opens in a new tab"
2026-02-03,2026-02-07,2026-02-12,4,5,81,"The Draper New York, Tapestry Collection by Hilton",$790,8.8,"1,002",5,New York,"The Draper New York, Tapestry Collection by Hilton
Property class 3.5 out of 5
New York
8.8
8.8 out of 10
Excellent
excellent
1,002 reviews
(1,002 reviews)
The current price is €718
€718
for 5 nights, 1 room
€144 per night
includes taxes & fees",,,,"The Draper New York, Tapestry Collection by Hilton
Property class 3.5 out of 5
New York
8.8
8.8 out of 10
Excellent
excellent
1,002 reviews
(1,002 reviews)
The current price is €718
€718
for 5 nights, 1 room
€144 per night
includes taxes & fees
More information about The Draper New York, Tapestry Collection by Hilton, opens in a new tab"
2026-02-03,2026-02-07,2026-02-12,4,5,82,SpringHill Suites by Marriott New York Manhattan/Times Square South,$909,8.8,"1,303",4,New York,"SpringHill Suites by Marriott New York Manhattan/Times Square South
Property class 4 out of 5
New York
Breakfast included
8.8
8.8 out of 10
Excellent
excellent
1,303 reviews
(1,303 reviews)
The current price is €826
€826
for 5 nights, 1 room
€165 per night
includes taxes & fees",,,,"SpringHill Suites by Marriott New York Manhattan/Times Square South
Property class 4 out of 5
New York
Breakfast included
8.8
8.8 out of 10
Excellent
excellent
1,303 reviews
(1,303 reviews)
The current price is €826
€826
for 5 nights, 1 room
€165 per night
includes taxes & fees
More information about SpringHill Suites by Marriott New York Manhattan/Times Square South, opens in a new tab"
2026-02-03,2026-02-07,2026-02-12,4,5,83,Hampton Inn Manhattan/Times Square Central,$1032,9.2,"2,515",5,Theater District,"Hampton Inn Manhattan/Times Square Central
Property class 3.5 out of 5
Theater District
Breakfast included
Reserve now, pay later
9.2
9.2 out of 10
Wonderful
wonderful
2,515 reviews
(2,515 reviews)
The current price is €938
€938
for 5 nights, 1 room
€188 per night
includes taxes & fees",,,,"Hampton Inn Manhattan/Times Square Central
Property class 3.5 out of 5
Theater District
Breakfast included
Reserve now, pay later
9.2
9.2 out of 10
Wonderful
wonderful
2,515 reviews
(2,515 reviews)
The current price is €938
€938
for 5 nights, 1 room
€188 per night
includes taxes & fees
More information about Hampton Inn Manhattan/Times Square Central, opens in a new tab"
2026-02-03,2026-02-07,2026-02-12,4,5,84,The Shoreham Hotel,$642,7.6,"1,341",4,Central New York City,"The Shoreham Hotel
Property class 4 out of 5
Central New York City
Fully refundable
Reserve now, pay later
7.6
7.6 out of 10
Good
good
1,341 reviews
(1,341 reviews)
The current price is €583
€583
for 5 nights, 1 room
€117 per night
includes taxes & fees
Sign in for extra savings",Fully refundable,,,"The Shoreham Hotel
Property class 4 out of 5
Central New York City
Fully refundable
Reserve now, pay later
7.6
7.6 out of 10
Good
good
1,341 reviews
(1,341 reviews)
The current price is €583
€583
for 5 nights, 1 room
€117 per night
includes taxes & fees
Sign in for extra savings
More information about The Shoreham Hotel, opens in a new tab"
2026-02-03,2026-02-07,2026-02-12,4,5,85,DoubleTree by Hilton New York Times Square West,$797,7.6,"3,636",4,New York,"DoubleTree by Hilton New York Times Square West
Property class 4 out of 5
New York
Reserve now, pay later
7.6
7.6 out of 10
Good
good
3,636 reviews
(3,636 reviews)
The current price is €724
€724
for 5 nights, 1 room
€145 per night
includes taxes & fees
Sign in for extra savings",,,,"DoubleTree by Hilton New York Times Square West
Property class 4 out of 5
New York
Reserve now, pay later
7.6
7.6 out of 10
Good
good
3,636 reviews
(3,636 reviews)
The current price is €724
€724
for 5 nights, 1 room
€145 per night
includes taxes & fees
Sign in for extra savings
More information about DoubleTree by Hilton New York Times Square West, opens in a new tab"
2026-02-03,2026-02-07,2026-02-12,4,5,86,Citadines Connect Fifth Avenue New York,$1002,8.0,"1,838",5,Central New York City,"Citadines Connect Fifth Avenue New York
Property class 3.5 out of 5
Central New York City
8.0
8.0 out of 10
Very good
very good
1,838 reviews
(1,838 reviews)
The previous price was €910
€910
The current price is €755
€755
for 5 nights, 1 room
€151 per night
includes taxes & fees
Sign in for extra savings",,,,"Citadines Connect Fifth Avenue New York
Property class 3.5 out of 5
Central New York City
8.0
8.0 out of 10
Very good
very good
1,838 reviews
(1,838 reviews)
The previous price was €910
€910
The current price is €755
€755
for 5 nights, 1 room
€151 per night
includes taxes & fees
Sign in for extra savings
More information about Citadines Connect Fifth Avenue New York, opens in a new tab"
2026-02-03,2026-02-07,2026-02-12,4,5,87,Aura Hotel Times Square,$1498,8.6,"2,762",4,Theater District,"Aura Hotel Times Square
Property class 4 out of 5
Theater District
Fully refundable
Reserve now, pay later
8.6
8.6 out of 10
Excellent
excellent
2,762 reviews
(2,762 reviews)
35% off
The previous price was €1,361
€1,361
The current price is €890
€890
for 5 nights, 1 room
€178 per night
includes taxes & fees",Fully refundable,,,"Aura Hotel Times Square
Property class 4 out of 5
Theater District
Fully refundable
Reserve now, pay later
8.6
8.6 out of 10
Excellent
excellent
2,762 reviews
(2,762 reviews)
35% off
The previous price was €1,361
€1,361
The current price is €890
€890
for 5 nights, 1 room
€178 per night
includes taxes & fees
More information about Aura Hotel Times Square, opens in a new tab"
2026-02-03,2026-02-07,2026-02-12,4,5,88,Hilton Garden Inn New York Times Square North,$1125,8.8,"3,238",4,Central New York City,"Hilton Garden Inn New York Times Square North
Property class 4 out of 5
Central New York City
Fully refundable
Reserve now, pay later
8.8
8.8 out of 10
Excellent
excellent
3,238 reviews
(3,238 reviews)
The previous price was €1,022
€1,022
The current price is €901
€901
for 5 nights, 1 room
€180 per night
includes taxes & fees
Sign in for extra savings",Fully refundable,,,"Hilton Garden Inn New York Times Square North
Property class 4 out of 5
Central New York City
Fully refundable
Reserve now, pay later
8.8
8.8 out of 10
Excellent
excellent
3,238 reviews
(3,238 reviews)
The previous price was €1,022
€1,022
The current price is €901
€901
for 5 nights, 1 room
€180 per night
includes taxes & fees
Sign in for extra savings
More information about Hilton Garden Inn New York Times Square North, opens in a new tab"
2026-02-03,2026-02-07,2026-02-12,4,5,89,New York Hilton Midtown,$1264,8.0,"3,210",4,Theater District,"New York Hilton Midtown
Property class 4 out of 5
Theater District
Spacious rooms in the City’s Center
Walk to Central Park, Rockefeller Center, Times Square and Broadway. Connecting rooms, Kings + Sofabeds, onsite dining and market.
8.0
8.0 out of 10
Very good
very good
3,210 reviews
(3,210 reviews)
The current price is €1,149
€1,149
for 5 nights, 1 room
€230 per night
includes taxes & fees",,Spacious rooms in the City’s Center,,"New York Hilton Midtown
Property class 4 out of 5
Theater District
Spacious rooms in the City’s Center
Walk to Central Park, Rockefeller Center, Times Square and Broadway. Connecting rooms, Kings + Sofabeds, onsite dining and market.
8.0
8.0 out of 10
Very good
very good
3,210 reviews
(3,210 reviews)
The current price is €1,149
€1,149
for 5 nights, 1 room
€230 per night
includes taxes & fees
Opens New York Hilton Midtown in new tab"
2026-02-03,2026-02-07,2026-02-12,4,5,90,NoMo SoHo,$1614,8.4,"1,257",5,SoHo,"NoMo SoHo
Property class 4.5 out of 5
SoHo
Stylish SoHo Stays in the Heart of NYC
Make it a winter escape at the whimsical NoMo SoHo. Stylish rooms & festive dining. Steps from SoHo’s best shops & galleries.
Fully refundable
Reserve now, pay later
8.4
8.4 out of 10
Very good
very good
1,257 reviews
(1,257 reviews)
The previous price was €1,467
€1,467
The current price is €1,280
€1,280
for 5 nights, 1 room
€256 per night
includes taxes & fees
Sign in for extra savings",Fully refundable,Stylish SoHo Stays in the Heart of NYC,,"NoMo SoHo
Property class 4.5 out of 5
SoHo
Stylish SoHo Stays in the Heart of NYC
Make it a winter escape at the whimsical NoMo SoHo. Stylish rooms & festive dining. Steps from SoHo’s best shops & galleries.
Fully refundable
Reserve now, pay later
8.4
8.4 out of 10
Very good
very good
1,257 reviews
(1,257 reviews)
The previous price was €1,467
€1,467
The current price is €1,280
€1,280
for 5 nights, 1 room
€256 per night
includes taxes & fees
Sign in for extra savings
Opens NoMo SoHo in new tab"
2026-02-03,2026-02-07,2026-02-12,4,5,91,"The Jewel Hotel, New York",$1393,9.4,"2,420",4,Central New York City,"The Jewel Hotel, New York
Property class 4 out of 5
Central New York City
Fully refundable
Reserve now, pay later
9.4
9.4 out of 10
Exceptional
exceptional
2,420 reviews
(2,420 reviews)
21% off
The previous price was €1,266
€1,266
The current price is €995
€995
for 5 nights, 1 room
€199 per night
includes taxes & fees",Fully refundable,,,"The Jewel Hotel, New York
Property class 4 out of 5
Central New York City
Fully refundable
Reserve now, pay later
9.4
9.4 out of 10
Exceptional
exceptional
2,420 reviews
(2,420 reviews)
21% off
The previous price was €1,266
€1,266
The current price is €995
€995
for 5 nights, 1 room
€199 per night
includes taxes & fees
More information about The Jewel Hotel, New York, opens in a new tab"
2026-02-03,2026-02-07,2026-02-12,4,5,92,The Washington,$963,7.8,"1,404",3,New York,"The Washington
Property class 3 out of 5
New York
7.8
7.8 out of 10
Good
good
1,404 reviews
(1,404 reviews)
20% off
The previous price was €875
€875
The current price is €699
€699
for 5 nights, 1 room
€140 per night
includes taxes & fees",,,,"The Washington
Property class 3 out of 5
New York
7.8
7.8 out of 10
Good
good
1,404 reviews
(1,404 reviews)
20% off
The previous price was €875
€875
The current price is €699
€699
for 5 nights, 1 room
€140 per night
includes taxes & fees
More information about The Washington, opens in a new tab"
2026-02-03,2026-02-07,2026-02-12,4,5,93,Fairfield Inn & Suites New York Manhattan / Central Park,$745,8.6,"1,008",3,New York,"Fairfield Inn & Suites New York Manhattan / Central Park
Property class 3 out of 5
New York
Breakfast included
8.6
8.6 out of 10
Excellent
excellent
1,008 reviews
(1,008 reviews)
The current price is €677
€677
for 5 nights, 1 room
€135 per night
includes taxes & fees",,,,"Fairfield Inn & Suites New York Manhattan / Central Park
Property class 3 out of 5
New York
Breakfast included
8.6
8.6 out of 10
Excellent
excellent
1,008 reviews
(1,008 reviews)
The current price is €677
€677
for 5 nights, 1 room
€135 per night
includes taxes & fees
More information about Fairfield Inn & Suites New York Manhattan / Central Park, opens in a new tab"
2026-02-03,2026-02-07,2026-02-12,4,5,94,OYO Times Square,$872,7.0,"1,738",4,Theater District,"OYO Times Square
Property class 4 out of 5
Theater District
Fully refundable
Reserve now, pay later
7.0
7.0 out of 10
Good
good
1,738 reviews
(1,738 reviews)
25% off
The previous price was €792
€792
The current price is €597
€597
for 5 nights, 1 room
€119 per night
includes taxes & fees",Fully refundable,,,"OYO Times Square
Property class 4 out of 5
Theater District
Fully refundable
Reserve now, pay later
7.0
7.0 out of 10
Good
good
1,738 reviews
(1,738 reviews)
25% off
The previous price was €792
€792
The current price is €597
€597
for 5 nights, 1 room
€119 per night
includes taxes & fees
More information about OYO Times Square, opens in a new tab"
2026-02-03,2026-02-07,2026-02-12,4,5,95,Sheraton New York Times Square Hotel,$1152,7.2,"6,685",4,Theater District,"Sheraton New York Times Square Hotel
Property class 4 out of 5
Theater District
7.2
7.2 out of 10
Good
good
6,685 reviews
(6,685 reviews)
The previous price was €1,047
€1,047
The current price is €918
€918
for 5 nights, 1 room
€184 per night
includes taxes & fees
Sign in for extra savings",,,,"Sheraton New York Times Square Hotel
Property class 4 out of 5
Theater District
7.2
7.2 out of 10
Good
good
6,685 reviews
(6,685 reviews)
The previous price was €1,047
€1,047
The current price is €918
€918
for 5 nights, 1 room
€184 per night
includes taxes & fees
Sign in for extra savings
More information about Sheraton New York Times Square Hotel, opens in a new tab"
2026-02-03,2026-02-07,2026-02-12,4,5,96,Pestana CR7 Times Square,$743,9.0,"1,004",4,New York,"Pestana CR7 Times Square
Property class 4 out of 5
New York
9.0
9.0 out of 10
Wonderful
wonderful
1,004 reviews
(1,004 reviews)
The current price is €675
€675
for 5 nights, 1 room
€135 per night
includes taxes & fees",,,,"Pestana CR7 Times Square
Property class 4 out of 5
New York
9.0
9.0 out of 10
Wonderful
wonderful
1,004 reviews
(1,004 reviews)
The current price is €675
€675
for 5 nights, 1 room
€135 per night
includes taxes & fees
More information about Pestana CR7 Times Square, opens in a new tab"
2026-02-03,2026-02-07,2026-02-12,4,5,97,Hilton Garden Inn New York/Times Square Central,$1039,8.4,"2,836",3,Theater District,"Hilton Garden Inn New York/Times Square Central
Property class 3 out of 5
Theater District
Fully refundable
Reserve now, pay later
8.4
8.4 out of 10
Very good
very good
2,836 reviews
(2,836 reviews)
The previous price was €944
€944
The current price is €792
€792
for 5 nights, 1 room
€158 per night
includes taxes & fees
Sign in for extra savings",Fully refundable,,,"Photo gallery for Hilton Garden Inn New York/Times Square Central
Breakfast, lunch, dinner served; Italian cuisine . Hilton Garden Inn New York/Times Square Central
Hilton Garden Inn New York/Times Square Central
Property class 3 out of 5
Theater District
Fully refundable
Reserve now, pay later
8.4
8.4 out of 10
Very good
very good
2,836 reviews
(2,836 reviews)
The previous price was €944
€944
The current price is €792
€792
for 5 nights, 1 room
€158 per night
includes taxes & fees
Sign in for extra savings
More information about Hilton Garden Inn New York/Times Square Central, opens in a new tab"
2026-02-03,2026-02-07,2026-02-12,4,5,98,Hyatt Place New York / Chelsea,$1002,8.4,"2,830",4,Chelsea,"Photo gallery for Hyatt Place New York / Chelsea
Exterior. Hyatt Place New York / Chelsea
Hyatt Place New York / Chelsea
Property class 4 out of 5
Chelsea
Breakfast included
Fully refundable
Reserve now, pay later
8.4
8.4 out of 10
Very good
very good
2,830 reviews
(2,830 reviews)
The current price is €910
€910
for 5 nights, 1 room
€182 per night
includes taxes & fees",Fully refundable,,,"Photo gallery for Hyatt Place New York / Chelsea
Exterior. Hyatt Place New York / Chelsea
Hyatt Place New York / Chelsea
Property class 4 out of 5
Chelsea
Breakfast included
Fully refundable
Reserve now, pay later
8.4
8.4 out of 10
Very good
very good
2,830 reviews
(2,830 reviews)
The current price is €910
€910
for 5 nights, 1 room
€182 per night
includes taxes & fees
More information about Hyatt Place New York / Chelsea, opens in a new tab"
2026-02-03,2026-02-07,2026-02-12,4,5,99,Life Hotel New York,$1029,8.6,"1,442",4,New York,"Photo gallery for Life Hotel New York
Front of property. Life Hotel New York
Life Hotel New York
Property class 4 out of 5
New York
Fully refundable
Reserve now, pay later
8.6
8.6 out of 10
Excellent
excellent
1,442 reviews
(1,442 reviews)
The previous price was €935
€935
The current price is €762
€762
for 5 nights, 1 room
€152 per night
includes taxes & fees
Sign in for extra savings",Fully refundable,,,"Photo gallery for Life Hotel New York
Front of property. Life Hotel New York
Life Hotel New York
Property class 4 out of 5
New York
Fully refundable
Reserve now, pay later
8.6
8.6 out of 10
Excellent
excellent
1,442 reviews
(1,442 reviews)
The previous price was €935
€935
The current price is €762
€762
for 5 nights, 1 room
€152 per night
includes taxes & fees
Sign in for extra savings
More information about Life Hotel New York, opens in a new tab"
2026-02-03,2026-02-07,2026-02-12,4,5,100,The Gregorian,$1044,9.0,"2,406",5,New York,"Photo gallery for The Gregorian
Exterior. The Gregorian
The Gregorian
Property class 3.5 out of 5
New York
Fully refundable
Reserve now, pay later
9.0
9.0 out of 10
Wonderful
wonderful
2,406 reviews
(2,406 reviews)
The previous price was €949
€949
The current price is €838
€838
for 5 nights, 1 room
€168 per night
includes taxes & fees
Sign in for extra savings",Fully refundable,,,"Photo gallery for The Gregorian
Exterior. The Gregorian
The Gregorian
Property class 3.5 out of 5
New York
Fully refundable
Reserve now, pay later
9.0
9.0 out of 10
Wonderful
wonderful
2,406 reviews
(2,406 reviews)
The previous price was €949
€949
The current price is €838
€838
for 5 nights, 1 room
€168 per night
includes taxes & fees
Sign in for extra savings
More information about The Gregorian, opens in a new tab"
2026-02-03,2026-02-08,2026-02-09,5,1,1,The High Line Hotel,$178,8.6,"1,002",4,Chelsea,"Photo gallery for The High Line Hotel
Outdoor dining. The High Line Hotel
Ad
The High Line Hotel
Property class 4 out of 5
Chelsea
One Block from High Line Park
Located in the chic Chelsea neighborhood, the sophisticated rooms with a quirky vibe features modern décor with vintage elements.
8.6
8.6 out of 10
Excellent
excellent
1,002 reviews
(1,002 reviews)
19% off
The previous price was €161
€161
The current price is €130
€130
for 1 room
includes taxes & fees",,One Block from High Line Park,Sponsored,"Photo gallery for The High Line Hotel
Outdoor dining. The High Line Hotel
Ad
The High Line Hotel
Property class 4 out of 5
Chelsea
One Block from High Line Park
Located in the chic Chelsea neighborhood, the sophisticated rooms with a quirky vibe features modern décor with vintage elements.
8.6
8.6 out of 10
Excellent
excellent
1,002 reviews
(1,002 reviews)
19% off
The previous price was €161
€161
The current price is €130
€130
for 1 room
includes taxes & fees
Opens The High Line Hotel in new tab"
2026-02-03,2026-02-08,2026-02-09,5,1,2,Arlo Williamsburg,$201,8.6,"1,013",4,Williamsburg,"Arlo Williamsburg
Property class 4 out of 5
Williamsburg
Pool
No winter blues with our Brooklyn views
Sweeping views of NYC. Loft-style rooms. Onsite restaurant & bar. Check out our events & happenings. This is how to do Brooklyn.
Fully refundable
Reserve now, pay later
8.6
8.6 out of 10
Excellent
excellent
1,013 reviews
(1,013 reviews)
The previous price was €182
€182
The current price is €167
€167
for 1 room
includes taxes & fees
Sign in for extra savings",Fully refundable,No winter blues with our Brooklyn views,Sponsored,"Photo gallery for Arlo Williamsburg
Shower, rainfall showerhead, free toiletries, hair dryer. Arlo Williamsburg
Ad
Arlo Williamsburg
Property class 4 out of 5
Williamsburg
Pool
No winter blues with our Brooklyn views
Sweeping views of NYC. Loft-style rooms. Onsite restaurant & bar. Check out our events & happenings. This is how to do Brooklyn.
Fully refundable
Reserve now, pay later
8.6
8.6 out of 10
Excellent
excellent
1,013 reviews
(1,013 reviews)
The previous price was €182
€182
The current price is €167
€167
for 1 room
includes taxes & fees
Sign in for extra savings
Opens Arlo Williamsburg in new tab"
2026-02-03,2026-02-08,2026-02-09,5,1,3,Hilton New York Times Square,$120,8.6,"2,016",4,Theater District,"Photo gallery for Hilton New York Times Square
Hilton New York Times Square
Ad
Hilton New York Times Square
Property class 4 out of 5
Theater District
Warm Up in Times Square
Escape the winter chill with a relaxing stay just steps from Times Square’s buzz & Broadway's best. Large Rooms, Bar & Restaurant
8.6
8.6 out of 10
Excellent
excellent
2,016 reviews
(2,016 reviews)
The current price is €109
€109
for 1 room
includes taxes & fees",,Warm Up in Times Square,Sponsored,"Photo gallery for Hilton New York Times Square
Hilton New York Times Square
Ad
Hilton New York Times Square
Property class 4 out of 5
Theater District
Warm Up in Times Square
Escape the winter chill with a relaxing stay just steps from Times Square’s buzz & Broadway's best. Large Rooms, Bar & Restaurant
8.6
8.6 out of 10
Excellent
excellent
2,016 reviews
(2,016 reviews)
The current price is €109
€109
for 1 room
includes taxes & fees
Opens Hilton New York Times Square in new tab"
2026-02-03,2026-02-08,2026-02-09,5,1,4,"PUBLIC, an Ian Schrager hotel",$281,8.6,"3,300",4,New York,"PUBLIC, an Ian Schrager hotel
Property class 4 out of 5
New York
Fully refundable
Reserve now, pay later
8.6
8.6 out of 10
Excellent
excellent
3,300 reviews
(3,300 reviews)
The current price is €255
€255
for 1 room
includes taxes & fees
Sign in for extra savings",Fully refundable,,,"PUBLIC, an Ian Schrager hotel
Property class 4 out of 5
New York
Fully refundable
Reserve now, pay later
8.6
8.6 out of 10
Excellent
excellent
3,300 reviews
(3,300 reviews)
The current price is €255
€255
for 1 room
includes taxes & fees
Sign in for extra savings
More information about PUBLIC, an Ian Schrager hotel, opens in a new tab"
